upd  122 | step   249856 |    83 sps | ret     5.40 | succ 0.27 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0001 | ent 0.349
upd  123 | step   251904 |    83 sps | ret     4.40 | succ 0.22 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0005 | ent 0.292
upd  124 | step   253952 |    83 sps | ret     7.20 | succ 0.36 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0010 | ent 0.275
upd  125 | step   256000 |    83 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0020 | ent 0.240
upd  126 | step   258048 |    83 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0034 | ent 0.227
upd  127 | step   260096 |    83 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0097 | ent 0.171
upd  128 | step   262144 |    83 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0026 | ent 0.129
upd  129 | step   264192 |    83 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0005 | ent 0.093
upd  130 | step   266240 |    83 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0005 | ent 0.096
upd  131 | step   268288 |    83 sps | ret     5.40 | succ 0.27 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0013 | ent 0.099
upd  132 | step   270336 |    83 sps | ret     6.40 | succ 0.32 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.092
upd  133 | step   272384 |    83 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0043 | ent 0.073
upd  134 | step   274432 |    83 sps | ret     4.80 | succ 0.24 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.054
upd  135 | step   276480 |    83 sps | ret     7.00 | succ 0.35 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.044
upd  136 | step   278528 |    82 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0001 | ent 0.036
upd  137 | step   280576 |    82 sps | ret     4.40 | succ 0.22 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.032
upd  138 | step   282624 |    82 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.034
upd  139 | step   284672 |    82 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.030
upd  140 | step   286720 |    82 sps | ret     5.40 | succ 0.27 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0004 | ent 0.030
upd  141 | step   288768 |    82 sps | ret     7.00 | succ 0.35 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0008 | ent 0.025
upd  142 | step   290816 |    82 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 7/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.019
upd  143 | step   292864 |    82 sps | ret     6.80 | succ 0.34 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.017
upd  144 | step   294912 |    82 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0013 | ent 0.025
upd  145 | step   296960 |    82 sps | ret     5.40 | succ 0.27 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0004 | ent 0.049
upd  146 | step   299008 |    82 sps | ret     7.20 | succ 0.36 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.033
upd  147 | step   301056 |    82 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0013 | ent 0.024
upd  148 | step   303104 |    82 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0004 | ent 0.023
upd  149 | step   305152 |    82 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0014 | ent 0.015
upd  150 | step   307200 |    82 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0001 | ent 0.012
saved checkpoints/L23\ppo_307200.pt
upd  151 | step   309248 |    82 sps | ret     4.00 | succ 0.20 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.012
upd  152 | step   311296 |    82 sps | ret     7.80 | succ 0.39 | mean_lvl 22.8 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.011
upd  153 | step   313344 |    82 sps | ret     4.00 | succ 0.20 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0004 | ent 0.011
upd  154 | step   315392 |    82 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 7/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.013
upd  155 | step   317440 |    82 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0001 | ent 0.011
upd  156 | step   319488 |    82 sps | ret     7.00 | succ 0.35 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.009
upd  157 | step   321536 |    82 sps | ret     4.80 | succ 0.24 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0009 | ent 0.007
upd  158 | step   323584 |    82 sps | ret     4.20 | succ 0.21 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.006
upd  159 | step   325632 |    81 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.006
upd  160 | step   327680 |    81 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.005
upd  161 | step   329728 |    81 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.005
upd  162 | step   331776 |    81 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.004
upd  163 | step   333824 |    81 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.004
upd  164 | step   335872 |    81 sps | ret     5.40 | succ 0.27 | mean_lvl 22.5 | max_lvl 24 | cur 7/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0001 | ent 0.004
upd  165 | step   337920 |    81 sps | ret     4.40 | succ 0.22 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.003
upd  166 | step   339968 |    81 sps | ret     3.80 | succ 0.19 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0006 | ent 0.003
upd  167 | step   342016 |    81 sps | ret     6.40 | succ 0.32 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.003
upd  168 | step   344064 |    81 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0004 | ent 0.004
upd  169 | step   346112 |    81 sps | ret     5.40 | succ 0.27 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0010 | ent 0.004
upd  170 | step   348160 |    81 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.003
upd  171 | step   350208 |    81 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.003
upd  172 | step   352256 |    81 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 7/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.004
upd  173 | step   354304 |    81 sps | ret     5.40 | succ 0.27 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0007 | ent 0.003
upd  174 | step   356352 |    81 sps | ret     6.80 | succ 0.34 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.003
upd  175 | step   358400 |    81 sps | ret     4.80 | succ 0.24 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.003
upd  176 | step   360448 |    81 sps | ret     6.40 | succ 0.32 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.002
upd  177 | step   362496 |    81 sps | ret     4.80 | succ 0.24 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.002
upd  178 | step   364544 |    81 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.002
upd  179 | step   366592 |    81 sps | ret     6.40 | succ 0.32 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.002
upd  180 | step   368640 |    81 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.002
upd  181 | step   370688 |    81 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.002
upd  182 | step   372736 |    81 sps | ret     4.80 | succ 0.24 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0006 | ent 0.004
upd  183 | step   374784 |    81 sps | ret     6.80 | succ 0.34 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0149 | ent 0.008
upd  184 | step   376832 |    81 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.003
upd  185 | step   378880 |    81 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.003
upd  186 | step   380928 |    81 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.002
upd  187 | step   382976 |    81 sps | ret     4.60 | succ 0.23 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.002
upd  188 | step   385024 |    81 sps | ret     6.60 | succ 0.33 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.002
upd  189 | step   387072 |    81 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.002
upd  190 | step   389120 |    81 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.002
upd  191 | step   391168 |    80 sps | ret     4.60 | succ 0.23 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0014 | ent 0.002
upd  192 | step   393216 |    80 sps | ret     6.80 | succ 0.34 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0006 | ent 0.008
upd  193 | step   395264 |    80 sps | ret     4.00 | succ 0.20 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0805 | ent 0.016
upd  194 | step   397312 |    80 sps | ret     2.40 | succ 0.12 | mean_lvl 22.2 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.4028 | ent 0.044
upd  195 | step   399360 |    80 sps | ret     6.80 | succ 0.34 | mean_lvl 22.7 | max_lvl 24 | cur 7/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0030 | ent 0.004
upd  196 | step   401408 |    80 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0001 | ent 0.001
upd  197 | step   403456 |    80 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.001
upd  198 | step   405504 |    80 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.002
upd  199 | step   407552 |    80 sps | ret     4.00 | succ 0.20 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.002
upd  200 | step   409600 |    80 sps | ret     6.60 | succ 0.33 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.002
saved checkpoints/L23\ppo_409600.pt
upd  201 | step   411648 |    80 sps | ret     6.80 | succ 0.34 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  202 | step   413696 |    80 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.002
upd  203 | step   415744 |    80 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.001
upd  204 | step   417792 |    80 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  205 | step   419840 |    80 sps | ret     6.40 | succ 0.32 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  206 | step   421888 |    80 sps | ret     4.80 | succ 0.24 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0004 | ent 0.001
upd  207 | step   423936 |    80 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0004 | ent 0.001
upd  208 | step   425984 |    80 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  209 | step   428032 |    80 sps | ret     6.40 | succ 0.32 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  210 | step   430080 |    80 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  211 | step   432128 |    80 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  212 | step   434176 |    80 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  213 | step   436224 |    80 sps | ret     4.80 | succ 0.24 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0004 | ent 0.001
upd  214 | step   438272 |    80 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.001
upd  215 | step   440320 |    80 sps | ret     3.60 | succ 0.18 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  216 | step   442368 |    80 sps | ret     7.40 | succ 0.37 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  217 | step   444416 |    80 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.001
upd  218 | step   446464 |    80 sps | ret     6.40 | succ 0.32 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0002 | ent 0.002
upd  219 | step   448512 |    80 sps | ret     6.60 | succ 0.33 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.002
upd  220 | step   450560 |    80 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.002
upd  221 | step   452608 |    80 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.001
upd  222 | step   454656 |    80 sps | ret     4.80 | succ 0.24 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.001
upd  223 | step   456704 |    80 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  224 | step   458752 |    80 sps | ret     5.40 | succ 0.27 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  225 | step   460800 |    80 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  226 | step   462848 |    80 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  227 | step   464896 |    80 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  228 | step   466944 |    80 sps | ret     4.60 | succ 0.23 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  229 | step   468992 |    80 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  230 | step   471040 |    80 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  231 | step   473088 |    80 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  232 | step   475136 |    80 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  233 | step   477184 |    80 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.001
upd  234 | step   479232 |    80 sps | ret     5.00 | succ 0.25 | mean_lvl 22.5 | max_lvl 24 | cur 7/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  235 | step   481280 |    80 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 7/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  236 | step   483328 |    79 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  237 | step   485376 |    79 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  238 | step   487424 |    79 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  239 | step   489472 |    79 sps | ret     3.80 | succ 0.19 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  240 | step   491520 |    79 sps | ret     6.40 | succ 0.32 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.001
upd  241 | step   493568 |    79 sps | ret     5.60 | succ 0.28 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  242 | step   495616 |    79 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  243 | step   497664 |    79 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  244 | step   499712 |    79 sps | ret     4.80 | succ 0.24 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  245 | step   501760 |    79 sps | ret     6.80 | succ 0.34 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  246 | step   503808 |    79 sps | ret     6.80 | succ 0.34 | mean_lvl 22.7 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0005 | ent 0.001
upd  247 | step   505856 |    79 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  248 | step   507904 |    79 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  249 | step   509952 |    79 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  250 | step   512000 |    79 sps | ret     5.20 | succ 0.26 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0993 | ent 0.025
saved checkpoints/L23\ppo_512000.pt
upd  251 | step   514048 |    79 sps | ret     4.20 | succ 0.21 | mean_lvl 22.1 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.1678 | ent 0.105
upd  252 | step   516096 |    79 sps | ret     4.80 | succ 0.24 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0251 | ent 0.084
upd  253 | step   518144 |    79 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0291 | ent 0.008
upd  254 | step   520192 |    79 sps | ret     4.40 | succ 0.22 | mean_lvl 22.4 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0001 | ent 0.001
upd  255 | step   522240 |    79 sps | ret     5.40 | succ 0.27 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  256 | step   524288 |    79 sps | ret     6.00 | succ 0.30 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
upd  257 | step   526336 |    79 sps | ret     6.20 | succ 0.31 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  258 | step   528384 |    79 sps | ret     5.40 | succ 0.27 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0003 | ent 0.001
upd  259 | step   530432 |    79 sps | ret     5.80 | succ 0.29 | mean_lvl 22.6 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl -0.0000 | ent 0.001
upd  260 | step   532480 |    79 sps | ret     4.60 | succ 0.23 | mean_lvl 22.5 | max_lvl 24 | cur 6/9 pb 0.0 | focus (240,184) f=1.0 | kl +0.0000 | ent 0.001
